id_zmienna;zmienna;id_przekroj;nazwa_przekroj;id_jednostka_terytorialna;jednostka_terytorialna;id_typ_informacji;typ_informacji;id_wymiar_2;nazwa_wymiar_2;id_pozycja_2;nazwa_pozycja_2;id_wymiar_3;nazwa_wymiar_3;id_pozycja_3;nazwa_pozycja_3;id_wymiar_4;nazwa_wymiar_4;id_pozycja_4;nazwa_pozycja_4;id_wymiar_5;nazwa_wymiar_5;id_pozycja_5;nazwa_pozycja_5;id_wymiar_6;nazwa_wymiar_6;id_pozycja_6;nazwa_pozycja_6;id_wymiar_7;nazwa_wymiar_7;id_pozycja_7;nazwa_pozycja_7;id_wymiar_8;nazwa_wymiar_8;id_pozycja_8;nazwa_pozycja_8;id_wymiar_9;nazwa_wymiar_9;id_pozycja_9;nazwa_pozycja_9;id_okres;id_daty;opis_okres;wartosc;oznaczenie_braku_wartosci;nazwa_braku_wartosci;oznaczenie_tajnosci;nazwa_tajnosci;oznaczenie_flagi;nazwa_flaga;notka
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703233;50 years and over;;;;;;;;;;;;;;;;;;;;;282;2014;2014 ;7;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703261;14 years and less;;;;;;;;;;;;;;;;;;;;;282;2014;2014 ;51;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703385;From 15 to 19 years;;;;;;;;;;;;;;;;;;;;;282;2014;2014 ;13236;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703431;From 20 to 24 years;;;;;;;;;;;;;;;;;;;;;282;2014;2014 ;60053;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703452;From 25 to 29 years;;;;;;;;;;;;;;;;;;;;;282;2014;2014 ;129245;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703469;From 30 to 34 years;;;;;;;;;;;;;;;;;;;;;282;2014;2014 ;117017;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703484;From 35 to 39 years;;;;;;;;;;;;;;;;;;;;;282;2014;2014 ;46891;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703503;From 40 to 44 years;;;;;;;;;;;;;;;;;;;;;282;2014;2014 ;8321;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703518;From 45 to 49 years;;;;;;;;;;;;;;;;;;;;;282;2014;2014 ;339;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6702863;Total;;;;;;;;;;;;;;;;;;;;;282;2015;2015 ;369308;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703185;not stated;;;;;;;;;;;;;;;;;;;;;282;2015;2015 ;;(.);data not available, classified data (statistical confidentiality) or providing data impossible or purposeless;;;;;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703233;50 years and over;;;;;;;;;;;;;;;;;;;;;282;2015;2015 ;4;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703261;14 years and less;;;;;;;;;;;;;;;;;;;;;282;2015;2015 ;55;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703385;From 15 to 19 years;;;;;;;;;;;;;;;;;;;;;282;2015;2015 ;11975;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703431;From 20 to 24 years;;;;;;;;;;;;;;;;;;;;;282;2015;2015 ;57107;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703452;From 25 to 29 years;;;;;;;;;;;;;;;;;;;;;282;2015;2015 ;123994;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703469;From 30 to 34 years;;;;;;;;;;;;;;;;;;;;;282;2015;2015 ;119140;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703484;From 35 to 39 years;;;;;;;;;;;;;;;;;;;;;282;2015;2015 ;47972;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703503;From 40 to 44 years;;;;;;;;;;;;;;;;;;;;;282;2015;2015 ;8725;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703518;From 45 to 49 years;;;;;;;;;;;;;;;;;;;;;282;2015;2015 ;336;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6702863;Total;;;;;;;;;;;;;;;;;;;;;282;2016;2016 ;382257;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703185;not stated;;;;;;;;;;;;;;;;;;;;;282;2016;2016 ;;(.);data not available, classified data (statistical confidentiality) or providing data impossible or purposeless;;;;;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703233;50 years and over;;;;;;;;;;;;;;;;;;;;;282;2016;2016 ;4;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703261;14 years and less;;;;;;;;;;;;;;;;;;;;;282;2016;2016 ;48;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703385;From 15 to 19 years;;;;;;;;;;;;;;;;;;;;;282;2016;2016 ;11272;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703431;From 20 to 24 years;;;;;;;;;;;;;;;;;;;;;282;2016;2016 ;55770;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703452;From 25 to 29 years;;;;;;;;;;;;;;;;;;;;;282;2016;2016 ;126651;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703469;From 30 to 34 years;;;;;;;;;;;;;;;;;;;;;282;2016;2016 ;126194;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703484;From 35 to 39 years;;;;;;;;;;;;;;;;;;;;;282;2016;2016 ;52316;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703503;From 40 to 44 years;;;;;;;;;;;;;;;;;;;;;282;2016;2016 ;9658;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703518;From 45 to 49 years;;;;;;;;;;;;;;;;;;;;;282;2016;2016 ;344;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6702863;Total;;;;;;;;;;;;;;;;;;;;;282;2017;2017 ;401982;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703185;not stated;;;;;;;;;;;;;;;;;;;;;282;2017;2017 ;;(.);data not available, classified data (statistical confidentiality) or providing data impossible or purposeless;;;;;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703233;50 years and over;;;;;;;;;;;;;;;;;;;;;282;2017;2017 ;8;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703261;14 years and less;;;;;;;;;;;;;;;;;;;;;282;2017;2017 ;44;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703385;From 15 to 19 years;;;;;;;;;;;;;;;;;;;;;282;2017;2017 ;10032;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703431;From 20 to 24 years;;;;;;;;;;;;;;;;;;;;;282;2017;2017 ;55928;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703452;From 25 to 29 years;;;;;;;;;;;;;;;;;;;;;282;2017;2017 ;132464;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703469;From 30 to 34 years;;;;;;;;;;;;;;;;;;;;;282;2017;2017 ;134904;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703484;From 35 to 39 years;;;;;;;;;;;;;;;;;;;;;282;2017;2017 ;57563;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703503;From 40 to 44 years;;;;;;;;;;;;;;;;;;;;;282;2017;2017 ;10642;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703518;From 45 to 49 years;;;;;;;;;;;;;;;;;;;;;282;2017;2017 ;397;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6702863;Total;;;;;;;;;;;;;;;;;;;;;282;2018;2018 ;388178;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703185;not stated;;;;;;;;;;;;;;;;;;;;;282;2018;2018 ;;(.);data not available, classified data (statistical confidentiality) or providing data impossible or purposeless;;;;;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703233;50 years and over;;;;;;;;;;;;;;;;;;;;;282;2018;2018 ;13;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703261;14 years and less;;;;;;;;;;;;;;;;;;;;;282;2018;2018 ;39;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703385;From 15 to 19 years;;;;;;;;;;;;;;;;;;;;;282;2018;2018 ;9185;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703431;From 20 to 24 years;;;;;;;;;;;;;;;;;;;;;282;2018;2018 ;51745;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703452;From 25 to 29 years;;;;;;;;;;;;;;;;;;;;;282;2018;2018 ;127208;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703469;From 30 to 34 years;;;;;;;;;;;;;;;;;;;;;282;2018;2018 ;128762;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703484;From 35 to 39 years;;;;;;;;;;;;;;;;;;;;;282;2018;2018 ;59546;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703503;From 40 to 44 years;;;;;;;;;;;;;;;;;;;;;282;2018;2018 ;11210;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703518;From 45 to 49 years;;;;;;;;;;;;;;;;;;;;;282;2018;2018 ;470;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6702863;Total;;;;;;;;;;;;;;;;;;;;;282;2019;2019 ;374954;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703185;not stated;;;;;;;;;;;;;;;;;;;;;282;2019;2019 ;;(.);data not available, classified data (statistical confidentiality) or providing data impossible or purposeless;;;;;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703233;50 years and over;;;;;;;;;;;;;;;;;;;;;282;2019;2019 ;12;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703261;14 years and less;;;;;;;;;;;;;;;;;;;;;282;2019;2019 ;35;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703385;From 15 to 19 years;;;;;;;;;;;;;;;;;;;;;282;2019;2019 ;8242;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703431;From 20 to 24 years;;;;;;;;;;;;;;;;;;;;;282;2019;2019 ;47792;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703452;From 25 to 29 years;;;;;;;;;;;;;;;;;;;;;282;2019;2019 ;121881;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703469;From 30 to 34 years;;;;;;;;;;;;;;;;;;;;;282;2019;2019 ;123784;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703484;From 35 to 39 years;;;;;;;;;;;;;;;;;;;;;282;2019;2019 ;61004;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703503;From 40 to 44 years;;;;;;;;;;;;;;;;;;;;;282;2019;2019 ;11747;ND;Not applicable;nd;Uncovered data;f;Full population;
571;Live births;413;"Poland, voivodships, poviats, gminas; Type of locality; Child's sex; Age of mother";33617;POLAND;93;[person];3;Type of locality;6655092;Total;67;Child's sex;6648242;Total;222;Age of mother;6703518;From 45 to 49 years;;;;;;;;;;;;;;;;;;;;;282;2019;2019 ;457;ND;Not applicable;nd;Uncovered data;f;Full population;
