22.1.1.3.Populationbysexandage,1January;;;;;;;;;;;;;;;;
Age;1980;1990;2001;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Males;;;;;;;;;;;;;;;;
57;75970;65813;65460;90425;86753;80351;70554;67993;64977;63872;60968;56987;58324;58599;58704;60941
58;74431;64706;67794;82833;89908;86123;79890;70121;67503;64567;63550;60654;56668;57895;57847;58371
59;72543;68202;62957;74464;82295;89236;85575;79288;69577;66997;64114;63154;60266;56257;56963;57491
60;62660;64965;65567;75588;73900;81616;88602;84943;78648;69011;66545;63646;62730;59731;55299;56594
61;34093;66075;61033;75720;75035;73261;80967;87798;84201;77992;68397;66089;63172;62114;58764;54947
62;33543;62753;61004;72242;75084;74382;72719;80259;87008;83349;77293;67837;65486;62497;60672;58217
63;34424;65704;59231;70858;71527;74306;73643;72071;79459;86073;82485;76554;67149;64671;61210;60122
64;45485;66571;58531;67560;70155;70790;73552;72904;71280;78476;85185;81620;75742;66288;63208;60649
65;64934;59928;58375;58958;66763;69340;70016;72753;72063;70358;77483;84194;80596;74615;64715;62567
66;63069;62911;57741;57442;58217;65944;68403;69149;71816;71045;69424;76560;83061;79293;72737;63899
67;64012;64415;58121;64763;56740;57443;65082;67467;68118;70714;69996;68441;75319;81575;77456;71680
68;58766;61802;58343;59047;63768;55821;56656;64058;66473;67018;69570;68967;67322;73890;79961;76234
69;58504;59429;56096;60128;58032;62707;54939;55700;62987;65219;65855;68452;67780;65970;72141;78557
70;56485;50161;58594;55227;59056;56982;61480;53951;54676;61734;64064;64679;67107;66247;63874;70833
71;52543;26812;54254;56043;54138;57871;55830;60230;52923;53573;60519;62824;63268;65455;64253;62627
72;48983;25780;54375;51500;54796;52918;56629;54615;58925;51701;52439;59230;61274;61609;62890;62824
73;45113;25721;50133;50448;50236;53476;51696;55225;53284;57451;50441;51235;57653;59463;59425;61363
74;40328;32795;51052;48123;49014;48898;52148;50308;53844;51813;55870;49145;49739;55818;57264;57844
75;38429;45675;49932;45987;46672;47565;47456;50534;48864;52270;50386;54271;47580;47933;53679;55593
76;36333;42624;43496;44584;44429;45094;46003;45837;48879;47106;50547;48788;52256;45794;45728;52050
77;34352;41428;44229;42796;42809;42792;43432;44265;44152;47113;45298;48827;46837;49974;43404;44056
78;30320;35908;43271;41580;40867;40949;41026;41576;42450;42226;45132;43415;46704;44604;47831;41742
79;28760;33874;39182;40005;39492;38784;38987;39059;39587;40411;40236;43008;41198;44088;42240;45696
80;24926;30248;36130;36916;37746;37322;36657;36837;36959;37347;38229;38187;40549;38700;41340;40149
81;22101;26578;28417;36134;34486;35353;35050;34284;34607;34644;35068;35875;35728;37832;36155;39049
82;19196;22758;14230;31636;33561;31968;32926;32603;31895;32150;32341;32691;33318;33064;34703;33912
83;16120;19299;12719;29398;28898;30914;29487;30215;30108;29260;29580;29923;29944;30388;30194;32207
84;13525;15861;11509;25385;26612;26261;28171;26746;27645;27495;26665;27012;27195;26950;27312;27723
85;11228;13278;13267;23737;22740;23789;23721;25205;24199;24810;24759;23996;24077;24203;24064;24721
86;8955;11449;16686;21116;20981;20087;21172;20927;22471;21440;22040;21981;21082;21076;21094;21547
87;6743;9534;13676;16397;18433;18324;17605;18398;18365;19575;18782;19301;19066;18183;18187;18565
88;5059;7323;11768;14886;14023;15775;15767;15113;15984;15771;16899;16245;16546;16159;15238;15750
89;3721;6130;8789;12930;12600;11909;13431;13303;12859;13534;13309;14376;13618;13907;13346;12985
90;9648;14737;26371;32795;36077;38856;40742;42905;45216;46316;47936;49234;50927;51633;42822;44095
Total;5520754;5389919;5349286;5207259;5192845;5173974;5159792;5141966;5122270;5106769;5096935;5088736;5066978;5044135;4974484;4961249
Total;;;;;;;;;;;;;;;;
0;160075;121356;96676;87680;89012;89344;92855;91741;94858;94086;92771;92521;93324;93594;89471;87136
1;165332;121820;92864;89906;87932;90728;89676;93268;91999;95162;94188;92924;92882;93677;94583;90047
2;172837;123176;95398;96679;90027;88050;90971;89987;93369;92247;95429;94481;93195;93107;94661;94758
3;179860;124491;97946;99423;96807;90153;88268;91335;90119;93566;92482;95655;94699;93411;91877;94749
4;187600;126389;103862;97391;99509;96927;90395;88537;91394;90295;93735;92656;95803;94835;92611;91919
5;179204;121100;110187;100953;97519;99619;97131;90632;88553;91568;90474;93909;92694;95918;94709;92651
6;152536;123248;112612;97693;101219;97618;99801;97323;90705;88672;91701;90576;93914;92765;95809;94592
7;148351;129493;114774;94168;97947;101320;97877;100057;97300;90758;88833;91821;90594;93976;94089;95766
8;145593;138322;119484;93822;94398;98030;101533;98131;100067;97343;90794;88971;91853;90644;93575;94430
9;146996;143987;124661;96121;94036;94491;98209;101758;98077;100131;97377;90885;88954;91896;89389;93929
10;148732;154857;125145;96649;96383;94080;94683;98356;101757;98154;100165;97519;90906;88940;90824;89769
11;148960;162325;122141;97388;96756;96475;94252;94893;98443;101837;98223;100337;97572;90953;87893;91209
12;143179;171338;123122;94282;97573;96846;96675;94428;94939;98526;101905;98327;100389;97586;89943;88239
13;132711;178600;123987;97133;94420;97620;96979;96823;94447;95015;98596;102013;98377;100406;95401;90263
14;129207;190047;129138;101002;97327;94515;97881;97179;96838;94556;95066;98741;102077;98460;98220;95722
15;128395;181886;133563;109204;101271;97491;94845;98170;97354;97015;94780;95319;98892;102185;97005;98639
16;127756;151465;128051;115734;109455;101420;97758;95116;98318;97536;97178;94951;95407;98993;99053;97393
17;123555;147161;129158;118618;115987;109694;101848;98171;95350;98646;97755;97442;95153;95672;96765;99571
18;132461;142494;134433;120493;119149;116403;110440;102508;98785;96216;99628;98807;98299;96194;96203;98405
19;138325;143850;143187;124379;121177;119707;117206;111228;103262;99927;97713;101145;99999;99873;98874;98189
20;141379;144380;149923;129099;124999;121579;120332;117807;111759;104393;101415;98892;101809;101108;102982;100248
21;148095;144802;157094;127343;129573;125259;121947;120732;117880;112618;105368;102023;98944;102664;103995;103904
22;155070;138688;162350;123911;127765;129601;125459;121913;120596;118579;113489;105939;101907;99481;105169;104798
23;177356;127913;168002;122795;124105;127627;129707;125219;121571;121164;119554;114161;105953;102410;101400;105799
24;192017;122870;174358;122500;122923;123988;127566;129266;124854;121928;121977;120127;113936;106256;103287;101869
25;202301;121141;181044;123627;122410;122617;123620;127237;128617;125135;122863;122605;120037;113912;105810;103776
26;184856;120597;172946;124513;123408;122082;122201;123271;126630;128804;125924;123447;122274;119923;110057;106080
27;165339;118187;145417;119158;124372;122899;121602;121996;122681;126927;129464;126494;123206;122164;115683;110388
28;167898;127002;144654;120869;118930;123872;122503;121394;121556;122846;127654;130090;126287;123343;118102;115916
29;171157;133363;141084;127301;120722;118616;123416;122326;121079;121825;123449;128255;129936;126101;118420;118498
30;164660;134739;145705;136065;127271;120343;118456;123386;122065;121457;122379;124137;127966;129873;121986;118957
31;162689;141528;143953;142497;136034;127053;120133;118493;123089;122510;122289;123207;124010;127938;126163;122533
32;156330;148013;145194;152471;142640;135734;126783;120301;118253;123564;123272;123095;123132;124095;125276;126731
33;137138;168522;139103;159209;152578;142374;135612;126918;120175;118617;124441;124112;122939;123324;123032;126021
34;135170;181613;127404;167307;159273;152348;142113;135603;126727;120663;119336;125383;124058;123124;123177;123618
35;154520;192155;123682;174546;167397;159209;152234;142236;135440;127274;121400;120231;125454;124496;123767;123749
36;142414;175608;121535;182187;174707;167139;159125;152335;142023;135806;128044;122205;120205;125589;125310;124245
37;144997;157255;121246;174076;182206;174467;167141;159221;152007;142353;136532;128729;122063;120519;126192;125664
38;136843;159530;118489;147047;174162;182010;174252;167108;158899;152209;143036;137144;128647;122305;121464;126456
39;141795;162793;125874;144911;147129;173945;181934;174263;166770;159053;152805;143683;137031;129010;123040;121732
40;132391;156328;133418;142573;145023;146959;173840;181867;173851;166875;159616;153423;143601;137280;128810;123216
41;131991;154418;132255;144608;142664;144855;146895;173761;181329;174015;167350;160094;153296;143632;137063;128924
42;128973;148124;139181;145329;144658;142484;144774;146941;173293;181301;174427;167704;159822;153231;142535;137088
43;127402;129869;143915;145668;145265;144471;142427;144759;146552;173202;181603;174769;167472;159727;152651;142511
44;131227;127936;164044;139292;145546;145004;144338;142451;144283;146449;173454;181903;174579;167336;159847;152521
45;132940;145510;175165;126952;139059;145126;144893;144225;142000;144162;146606;173672;181551;174372;168112;159554
46;135642;133912;183711;122036;126719;138697;144912;144680;143673;141786;144301;146793;173243;181138;174311;167908
47;136819;136367;167115;120349;121799;126215;138280;144551;144083;143432;141746;144383;146285;172846;181647;173880
48;135682;127687;149758;118796;119911;121339;125791;137955;143849;143738;143429;141776;143947;145908;173627;181097
49;144364;131478;150679;115255;118433;119399;120846;125305;137234;143301;143639;143231;141306;143519;146256;173103
50;138569;122410;154879;122464;114708;117756;118949;120286;124636;136684;143002;143323;142723;140875;143424;145731
51;139497;121641;146276;127518;121799;114122;117182;118327;119564;124099;136349;142728;142763;142093;140662;142917
52;134305;118278;143578;128014;126753;120873;113423;116475;117488;118988;123648;135945;141970;141959;141359;139853
53;138991;116406;137180;133034;127131;125772;120016;112729;115624;116779;118602;123100;135179;141068;142025;140650
54;142876;118966;120058;137006;132117;125989;124828;119134;111831;114828;116129;118006;122306;134232;140625;141262
55;130646;119767;117801;153959;135838;130910;124815;123856;118230;110943;114178;115406;117174;121328;133961;139697
56;138061;121326;132714;164681;152415;134450;129688;123689;122687;117162;110121;113321;114471;116125;121100;132966
57;138283;121439;121511;170296;163038;150767;133007;128327;122414;121475;116170;109184;112314;113360;115155;120077
58;136407;119358;123909;154495;168352;161180;149124;131563;126797;121112;120342;115171;108062;110941;112338;114221
59;130576;125653;114481;137437;152642;166275;159322;147254;129938;125192;119730;119022;113880;106644;109897;111202
60;114038;119603;117860;137811;135665;150610;164139;157262;145292;128162;123688;118363;117495;112229;105144;108749
61;61883;119354;108190;138645;135953;133762;148599;161717;155007;143207;126312;122171;116800;115627;110977;103898
62;61073;113318;106387;131293;136665;133979;131944;146463;159321;152568;141040;124520;120271;114642;113356;109373
63;62354;116175;102165;127539;129110;134325;131871;129994;144099;156629;150003;138879;122511;117862;112598;111586
64;81338;117474;99642;120811;125352;126942;132017;129669;127655;141336;153828;147446;136308;119974;115465;110841
65;115107;105875;100401;104801;118672;123035;124690;129583;127203;125040;138476;150899;144495;133157;117314;113566
66;112333;110234;99440;100607;102817;116360;120528;122266;126932;124548;122452;135813;147598;140831;129998;114999
67;113082;109153;99256;112730;98518;100719;114065;117976;119561;124020;121801;119862;132583;143541;137407;127135
68;104322;105417;98380;102014;110118;96311;98610;111551;115385;116644;121008;119022;116843;128803;140603;134101
69;102528;98989;94268;102194;99528;107465;94025;96268;108787;112326;113600;118083;115865;113307;125798;137062
70;97918;84225;97785;93111;99565;96937;104634;91613;93725;105738;109364;110629;114757;112017;109259;122449
71;90882;44662;89833;92418;90483;96803;94137;101633;89007;91006;102737;106315;107231;110722;108158;106089
72;83297;43149;87933;83724;89632;87724;93925;91266;98594;86105;88201;99729;102649;103229;105732;104778
73;76405;42579;80801;80500;80854;86654;84892;90850;88184;95249;83161;85455;96088;98553;98940;102217
74;67735;53167;80192;75565;77499;78059;83562;81838;87663;84975;91720;80359;82185;91946;94025;95386
75;63605;73259;77916;71068;72560;74514;75070;80283;78724;84192;81713;88245;76976;78347;87618;90421
76;60054;68533;67942;69090;67953;69396;71477;71776;76961;75158;80578;78333;84033;73160;74029;84081
77;55965;65701;68391;66102;65723;64786;66192;68086;68477;73341;71566;77071;74410;79392;68681;70666
78;49316;56757;65111;63555;62510;62184;61498;62686;64659;64761;69537;67946;72910;70013;75119;65326
79;45729;52334;59249;60127;59778;58732;58632;57973;59079;60931;61012;65683;63786;67976;65719;71100
80;39288;46676;53227;55129;56116;55951;54892;54740;54281;55215;57039;57339;61229;59170;63014;61837
